time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
3.38;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(711.0), np.float64(471.0));(np.float64(720.0), np.float64(483.0));(np.float64(723.0), np.float64(461.0));(np.float64(710.0), np.float64(479.75));(np.float64(717.5), np.float64(433.5));(np.float64(653.5), np.float64(474.5));(np.float64(671.5), np.float64(401.5));(np.float64(581.0), np.float64(465.5));(np.float64(611.0), np.float64(362.25));(np.float64(590.5), np.float64(461.0));(np.float64(601.0), np.float64(407.5));(np.float64(532.5), np.float64(445.75));(np.float64(543.0), np.float64(405.5));(np.float64(448.25), np.float64(454.0));(np.float64(453.0), np.float64(435.5));(np.float64(429.75), np.float64(423.5));(np.float64(420.5), np.float64(418.0))
3.42;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(708.5), np.float64(469.25));(np.float64(718.0), np.float64(481.5));(np.float64(720.5), np.float64(459.25));(np.float64(708.5), np.float64(479.75));(np.float64(717.5), np.float64(432.75));(np.float64(654.0), np.float64(474.25));(np.float64(672.0), np.float64(401.25));(np.float64(581.0), np.float64(464.5));(np.float64(609.5), np.float64(363.25));(np.float64(590.5), np.float64(461.0));(np.float64(599.5), np.float64(405.75));(np.float64(533.0), np.float64(445.75));(np.float64(544.0), np.float64(405.5));(np.float64(448.0), np.float64(452.75));(np.float64(452.75), np.float64(433.5));(np.float64(429.5), np.float64(426.5));(np.float64(422.0), np.float64(420.5))
3.46;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(708.5), np.float64(467.75));(np.float64(718.0), np.float64(480.5));(np.float64(721.0), np.float64(457.5));(np.float64(708.5), np.float64(479.75));(np.float64(718.0), np.float64(432.0));(np.float64(653.5), np.float64(474.0));(np.float64(671.5), np.float64(400.75));(np.float64(579.0), np.float64(464.25));(np.float64(608.5), np.float64(363.25));(np.float64(593.0), np.float64(459.5));(np.float64(599.0), np.float64(403.75));(np.float64(532.0), np.float64(445.5));(np.float64(543.0), np.float64(405.75));(np.float64(446.75), np.float64(452.5));(np.float64(452.0), np.float64(433.75));(np.float64(428.75), np.float64(428.5));(np.float64(422.0), np.float64(422.0))
3.5;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(708.5), np.float64(464.75));(np.float64(718.0), np.float64(478.0));(np.float64(721.5), np.float64(454.5));(np.float64(709.5), np.float64(479.0));(np.float64(718.0), np.float64(430.5));(np.float64(654.5), np.float64(473.75));(np.float64(671.5), np.float64(399.75));(np.float64(578.0), np.float64(463.0));(np.float64(608.5), np.float64(363.5));(np.float64(587.5), np.float64(449.5));(np.float64(599.0), np.float64(402.25));(np.float64(532.0), np.float64(445.75));(np.float64(542.0), np.float64(405.5));(np.float64(447.0), np.float64(451.25));(np.float64(451.75), np.float64(432.0));(np.float64(428.75), np.float64(427.5));(np.float64(422.0), np.float64(420.75))
3.55;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(708.5), np.float64(462.5));(np.float64(718.0), np.float64(476.0));(np.float64(722.5), np.float64(452.5));(np.float64(710.0), np.float64(478.5));(np.float64(718.5), np.float64(429.75));(np.float64(656.0), np.float64(474.0));(np.float64(672.0), np.float64(399.5));(np.float64(579.5), np.float64(462.75));(np.float64(609.0), np.float64(364.5));(np.float64(579.5), np.float64(438.75));(np.float64(599.0), np.float64(401.25));(np.float64(532.0), np.float64(446.0));(np.float64(542.5), np.float64(404.0));(np.float64(448.0), np.float64(450.75));(np.float64(452.5), np.float64(430.0));(np.float64(428.25), np.float64(426.5));(np.float64(421.25), np.float64(419.5))
3.59;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(462.75));(np.float64(719.0), np.float64(475.75));(np.float64(722.0), np.float64(452.25));(np.float64(710.0), np.float64(478.0));(np.float64(719.0), np.float64(430.0));(np.float64(655.5), np.float64(472.5));(np.float64(673.5), np.float64(400.0));(np.float64(578.5), np.float64(462.0));(np.float64(610.5), np.float64(364.5));(np.float64(584.5), np.float64(445.0));(np.float64(601.5), np.float64(402.0));(np.float64(533.0), np.float64(445.25));(np.float64(544.0), np.float64(404.5));(np.float64(449.0), np.float64(451.25));(np.float64(453.75), np.float64(431.0));(np.float64(428.0), np.float64(426.25));(np.float64(420.75), np.float64(419.5))
3.63;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(464.0));(np.float64(719.0), np.float64(476.5));(np.float64(722.0), np.float64(453.75));(np.float64(711.0), np.float64(478.25));(np.float64(719.0), np.float64(430.25));(np.float64(655.5), np.float64(473.25));(np.float64(673.5), np.float64(400.0));(np.float64(579.0), np.float64(462.5));(np.float64(613.0), np.float64(364.5));(np.float64(580.5), np.float64(436.5));(np.float64(602.0), np.float64(403.0));(np.float64(533.5), np.float64(445.5));(np.float64(544.5), np.float64(404.5));(np.float64(449.25), np.float64(451.25));(np.float64(454.5), np.float64(431.0));(np.float64(427.75), np.float64(425.75));(np.float64(421.0), np.float64(419.5))
3.67;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(466.0));(np.float64(718.5), np.float64(478.75));(np.float64(722.0), np.float64(455.75));(np.float64(710.5), np.float64(479.25));(np.float64(719.0), np.float64(430.75));(np.float64(654.0), np.float64(473.0));(np.float64(673.0), np.float64(400.75));(np.float64(577.0), np.float64(461.0));(np.float64(614.0), np.float64(364.75));(np.float64(582.0), np.float64(433.0));(np.float64(603.5), np.float64(403.0));(np.float64(532.5), np.float64(444.5));(np.float64(544.0), np.float64(404.25));(np.float64(449.0), np.float64(451.25));(np.float64(454.75), np.float64(431.0));(np.float64(427.0), np.float64(426.0));(np.float64(420.25), np.float64(419.75))
3.71;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(467.5));(np.float64(718.5), np.float64(480.0));(np.float64(721.5), np.float64(457.25));(np.float64(710.5), np.float64(479.5));(np.float64(719.0), np.float64(431.75));(np.float64(654.5), np.float64(472.75));(np.float64(673.5), np.float64(401.25));(np.float64(577.0), np.float64(460.25));(np.float64(615.0), np.float64(364.75));(np.float64(582.0), np.float64(433.5));(np.float64(604.0), np.float64(403.25));(np.float64(533.0), np.float64(443.75));(np.float64(544.5), np.float64(404.0));(np.float64(449.0), np.float64(451.25));(np.float64(454.75), np.float64(431.5));(np.float64(427.5), np.float64(425.5));(np.float64(420.5), np.float64(419.75))
3.75;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.5), np.float64(468.0));(np.float64(719.0), np.float64(480.25));(np.float64(722.5), np.float64(457.5));(np.float64(711.0), np.float64(479.5));(np.float64(719.0), np.float64(432.0));(np.float64(655.5), np.float64(474.25));(np.float64(674.0), np.float64(401.25));(np.float64(577.0), np.float64(461.0));(np.float64(615.0), np.float64(364.75));(np.float64(582.0), np.float64(432.5));(np.float64(604.0), np.float64(403.25));(np.float64(533.0), np.float64(444.25));(np.float64(544.0), np.float64(403.5));(np.float64(449.5), np.float64(451.5));(np.float64(455.0), np.float64(431.5));(np.float64(427.5), np.float64(425.5));(np.float64(420.0), np.float64(419.5))
3.8;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(467.25));(np.float64(718.5), np.float64(479.75));(np.float64(722.0), np.float64(457.0));(np.float64(710.5), np.float64(479.25));(np.float64(719.0), np.float64(431.5));(np.float64(654.5), np.float64(472.75));(np.float64(673.0), np.float64(401.5));(np.float64(577.5), np.float64(460.5));(np.float64(615.0), np.float64(364.75));(np.float64(582.0), np.float64(433.25));(np.float64(604.0), np.float64(403.25));(np.float64(532.5), np.float64(443.75));(np.float64(544.0), np.float64(403.5));(np.float64(449.5), np.float64(451.25));(np.float64(455.0), np.float64(431.25));(np.float64(427.5), np.float64(425.75));(np.float64(420.25), np.float64(419.5))
3.84;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(709.0), np.float64(466.5));(np.float64(719.0), np.float64(479.0));(np.float64(722.0), np.float64(456.25));(np.float64(710.5), np.float64(479.0));(np.float64(719.0), np.float64(431.25));(np.float64(655.0), np.float64(473.25));(np.float64(673.5), np.float64(401.25));(np.float64(578.0), np.float64(461.25));(np.float64(615.0), np.float64(365.25));(np.float64(581.0), np.float64(434.25));(np.float64(603.5), np.float64(403.0));(np.float64(533.0), np.float64(444.25));(np.float64(544.5), np.float64(403.75));(np.float64(449.5), np.float64(451.25));(np.float64(454.75), np.float64(431.0));(np.float64(427.5), np.float64(425.5));(np.float64(420.5), np.float64(419.25))
3.88;videos/cuts_test/50wtf16.mp4;fallen;(np.float64(708.5), np.float64(465.5));(np.float64(718.0), np.float64(478.0));(np.float64(721.5), np.float64(455.5));(np.float64(710.0), np.float64(478.75));(np.float64(719.0), np.float64(431.0));(np.float64(654.5), np.float64(473.0));(np.float64(673.0), np.float64(401.0));(np.float64(578.0), np.float64(461.5));(np.float64(614.5), np.float64(365.5));(np.float64(580.5), np.float64(433.0));(np.float64(603.0), np.float64(402.75));(np.float64(532.5), np.float64(444.25));(np.float64(544.5), np.float64(403.5));(np.float64(449.5), np.float64(451.25));(np.float64(455.0), np.float64(430.5));(np.float64(427.5), np.float64(425.5));(np.float64(420.5), np.float64(419.0))
0.0;videos/cuts_test/50wtf28.mp4;walk;(np.float64(491.25), np.float64(103.88));(np.float64(495.5), np.float64(97.75));(np.float64(482.0), np.float64(98.0));(np.float64(499.0), np.float64(106.88));(np.float64(464.5), np.float64(107.12));(np.float64(515.5), np.float64(158.0));(np.float64(443.5), np.float64(158.62));(np.float64(527.0), np.float64(217.5));(np.float64(431.25), np.float64(217.75));(np.float64(517.5), np.float64(266.25));(np.float64(435.25), np.float64(269.5));(np.float64(502.0), np.float64(270.75));(np.float64(455.75), np.float64(270.75));(np.float64(500.5), np.float64(356.25));(np.float64(459.5), np.float64(355.75));(np.float64(498.0), np.float64(433.5));(np.float64(465.75), np.float64(435.0))
0.04;videos/cuts_test/50wtf28.mp4;walk;(np.float64(491.5), np.float64(104.25));(np.float64(496.0), np.float64(98.12));(np.float64(482.25), np.float64(98.12));(np.float64(499.5), np.float64(107.12));(np.float64(465.0), np.float64(107.12));(np.float64(516.0), np.float64(158.5));(np.float64(443.5), np.float64(158.5));(np.float64(527.0), np.float64(218.0));(np.float64(431.0), np.float64(217.5));(np.float64(517.5), np.float64(266.25));(np.float64(435.0), np.float64(269.25));(np.float64(501.5), np.float64(270.75));(np.float64(455.5), np.float64(270.75));(np.float64(500.5), np.float64(356.25));(np.float64(459.25), np.float64(355.5));(np.float64(498.0), np.float64(433.5));(np.float64(465.75), np.float64(434.75))
0.08;videos/cuts_test/50wtf28.mp4;walk;(np.float64(492.0), np.float64(104.62));(np.float64(496.5), np.float64(98.38));(np.float64(483.0), np.float64(98.5));(np.float64(500.0), np.float64(107.25));(np.float64(465.25), np.float64(107.25));(np.float64(516.0), np.float64(158.75));(np.float64(443.75), np.float64(158.5));(np.float64(527.0), np.float64(218.25));(np.float64(430.75), np.float64(217.38));(np.float64(517.5), np.float64(266.5));(np.float64(434.75), np.float64(269.25));(np.float64(501.5), np.float64(271.0));(np.float64(455.25), np.float64(271.0));(np.float64(500.25), np.float64(356.5));(np.float64(459.25), np.float64(355.5));(np.float64(498.0), np.float64(433.5));(np.float64(465.75), np.float64(434.5))
0.13;videos/cuts_test/50wtf28.mp4;walk;(np.float64(492.5), np.float64(105.25));(np.float64(497.0), np.float64(99.0));(np.float64(483.5), np.float64(99.12));(np.float64(500.75), np.float64(107.75));(np.float64(465.5), np.float64(107.62));(np.float64(516.0), np.float64(159.25));(np.float64(444.0), np.float64(158.75));(np.float64(527.0), np.float64(218.62));(np.float64(430.75), np.float64(217.12));(np.float64(517.5), np.float64(266.5));(np.float64(434.0), np.float64(269.0));(np.float64(501.0), np.float64(271.25));(np.float64(455.0), np.float64(271.0));(np.float64(500.0), np.float64(356.5));(np.float64(458.75), np.float64(355.5));(np.float64(498.0), np.float64(434.0));(np.float64(465.5), np.float64(434.5))
0.17;videos/cuts_test/50wtf28.mp4;walk;(np.float64(493.0), np.float64(106.0));(np.float64(497.5), np.float64(99.75));(np.float64(484.0), np.float64(99.88));(np.float64(501.0), np.float64(108.38));(np.float64(466.25), np.float64(108.12));(np.float64(516.5), np.float64(159.88));(np.float64(444.0), np.float64(158.88));(np.float64(527.0), np.float64(219.25));(np.float64(430.5), np.float64(217.12));(np.float64(517.5), np.float64(266.75));(np.float64(433.5), np.float64(269.0));(np.float64(500.75), np.float64(271.5));(np.float64(454.5), np.float64(271.0));(np.float64(499.75), np.float64(356.5));(np.float64(458.25), np.float64(355.5));(np.float64(498.0), np.float64(433.75));(np.float64(465.75), np.float64(434.0))
0.21;videos/cuts_test/50wtf28.mp4;walk;(np.float64(493.25), np.float64(106.88));(np.float64(498.0), np.float64(100.5));(np.float64(484.5), np.float64(100.62));(np.float64(501.5), np.float64(109.0));(np.float64(466.75), np.float64(108.5));(np.float64(516.5), np.float64(160.75));(np.float64(444.0), np.float64(159.0));(np.float64(526.5), np.float64(220.25));(np.float64(430.5), np.float64(216.75));(np.float64(517.0), np.float64(267.5));(np.float64(432.25), np.float64(268.5));(np.float64(500.0), np.float64(271.25));(np.float64(453.5), np.float64(270.75));(np.float64(499.25), np.float64(356.5));(np.float64(457.75), np.float64(355.5));(np.float64(498.0), np.float64(433.5));(np.float64(465.5), np.float64(433.5))
0.25;videos/cuts_test/50wtf28.mp4;walk;(np.float64(493.75), np.float64(107.62));(np.float64(498.5), np.float64(101.38));(np.float64(485.0), np.float64(101.38));(np.float64(502.0), np.float64(109.62));(np.float64(467.5), np.float64(109.12));(np.float64(517.0), np.float64(161.75));(np.float64(444.25), np.float64(159.25));(np.float64(526.5), np.float64(220.75));(np.float64(430.0), np.float64(217.12));(np.float64(517.0), np.float64(267.75));(np.float64(431.5), np.float64(268.5));(np.float64(499.25), np.float64(271.5));(np.float64(453.0), np.float64(270.75));(np.float64(499.0), np.float64(356.5));(np.float64(457.0), np.float64(355.5));(np.float64(497.75), np.float64(433.5));(np.float64(465.5), np.float64(433.5))
0.29;videos/cuts_test/50wtf28.mp4;walk;(np.float64(494.5), np.float64(108.38));(np.float64(499.0), np.float64(102.0));(np.float64(485.5), np.float64(102.38));(np.float64(502.5), np.float64(109.88));(np.float64(468.5), np.float64(110.12));(np.float64(517.0), np.float64(162.75));(np.float64(444.75), np.float64(159.5));(np.float64(526.0), np.float64(221.38));(np.float64(429.75), np.float64(216.5));(np.float64(517.0), np.float64(268.25));(np.float64(430.5), np.float64(268.0));(np.float64(498.5), np.float64(271.75));(np.float64(452.25), np.float64(270.75));(np.float64(498.25), np.float64(356.25));(np.float64(456.5), np.float64(355.25));(np.float64(497.5), np.float64(433.5));(np.float64(465.5), np.float64(433.5))
0.33;videos/cuts_test/50wtf28.mp4;walk;(np.float64(495.75), np.float64(109.38));(np.float64(499.75), np.float64(102.88));(np.float64(486.5), np.float64(103.38));(np.float64(503.0), np.float64(110.62));(np.float64(469.5), np.float64(111.5));(np.float64(517.5), np.float64(164.25));(np.float64(445.25), np.float64(160.0));(np.float64(526.0), np.float64(222.75));(np.float64(429.25), np.float64(216.25));(np.float64(516.5), np.float64(269.5));(np.float64(429.5), np.float64(267.5));(np.float64(497.75), np.float64(273.0));(np.float64(451.25), np.float64(271.75));(np.float64(497.75), np.float64(356.75));(np.float64(455.75), np.float64(356.0));(np.float64(497.5), np.float64(433.75));(np.float64(465.5), np.float64(433.5))
0.38;videos/cuts_test/50wtf28.mp4;walk;(np.float64(496.75), np.float64(110.75));(np.float64(501.0), np.float64(104.25));(np.float64(487.75), np.float64(105.0));(np.float64(505.0), np.float64(112.25));(np.float64(471.0), np.float64(113.12));(np.float64(518.0), np.float64(166.25));(np.float64(446.0), np.float64(160.5));(np.float64(525.5), np.float64(224.5));(np.float64(428.25), np.float64(216.25));(np.float64(517.0), np.float64(270.5));(np.float64(427.5), np.float64(266.5));(np.float64(496.0), np.float64(273.25));(np.float64(449.25), np.float64(271.5));(np.float64(497.5), np.float64(357.0));(np.float64(455.5), np.float64(356.25));(np.float64(496.5), np.float64(433.75));(np.float64(465.5), np.float64(433.5))
0.42;videos/cuts_test/50wtf28.mp4;walk;(np.float64(497.75), np.float64(112.25));(np.float64(502.25), np.float64(105.62));(np.float64(488.75), np.float64(106.38));(np.float64(506.0), np.float64(113.25));(np.float64(472.25), np.float64(114.62));(np.float64(518.0), np.float64(168.0));(np.float64(446.5), np.float64(160.75));(np.float64(525.0), np.float64(226.25));(np.float64(427.5), np.float64(216.0));(np.float64(517.0), np.float64(271.75));(np.float64(425.5), np.float64(266.25));(np.float64(494.0), np.float64(273.75));(np.float64(447.75), np.float64(271.75));(np.float64(496.25), np.float64(356.5));(np.float64(455.0), np.float64(356.75));(np.float64(496.25), np.float64(433.5));(np.float64(465.25), np.float64(433.25))
0.46;videos/cuts_test/50wtf28.mp4;walk;(np.float64(499.0), np.float64(114.0));(np.float64(503.0), np.float64(107.5));(np.float64(489.75), np.float64(108.12));(np.float64(506.25), np.float64(114.5));(np.float64(473.0), np.float64(116.0));(np.float64(517.0), np.float64(169.38));(np.float64(446.75), np.float64(160.75));(np.float64(524.5), np.float64(228.25));(np.float64(426.75), np.float64(215.62));(np.float64(516.0), np.float64(273.5));(np.float64(424.0), np.float64(265.5));(np.float64(492.25), np.float64(274.25));(np.float64(446.5), np.float64(271.75));(np.float64(495.0), np.float64(356.75));(np.float64(453.75), np.float64(356.5));(np.float64(496.5), np.float64(433.5));(np.float64(465.0), np.float64(432.5))
0.5;videos/cuts_test/50wtf28.mp4;walk;(np.float64(499.75), np.float64(116.5));(np.float64(504.0), np.float64(110.12));(np.float64(491.0), np.float64(110.38));(np.float64(507.0), np.float64(117.25));(np.float64(474.0), np.float64(118.38));(np.float64(517.0), np.float64(172.0));(np.float64(447.0), np.float64(161.5));(np.float64(523.5), np.float64(230.5));(np.float64(425.75), np.float64(215.5));(np.float64(515.5), np.float64(277.0));(np.float64(422.25), np.float64(265.25));(np.float64(490.0), np.float64(274.75));(np.float64(444.75), np.float64(272.0));(np.float64(493.5), np.float64(357.25));(np.float64(452.75), np.float64(356.75));(np.float64(495.75), np.float64(433.5));(np.float64(464.5), np.float64(432.5))
0.54;videos/cuts_test/50wtf28.mp4;walk;(np.float64(500.5), np.float64(118.5));(np.float64(505.0), np.float64(112.0));(np.float64(491.75), np.float64(112.62));(np.float64(508.25), np.float64(118.88));(np.float64(475.5), np.float64(120.75));(np.float64(517.0), np.float64(174.5));(np.float64(447.5), np.float64(162.0));(np.float64(523.0), np.float64(233.0));(np.float64(425.0), np.float64(214.62));(np.float64(515.0), np.float64(280.25));(np.float64(420.0), np.float64(264.75));(np.float64(488.0), np.float64(275.25));(np.float64(443.0), np.float64(272.0));(np.float64(492.0), np.float64(358.25));(np.float64(452.0), np.float64(357.75));(np.float64(495.5), np.float64(433.75));(np.float64(464.25), np.float64(433.0))
0.58;videos/cuts_test/50wtf28.mp4;walk;(np.float64(501.25), np.float64(121.5));(np.float64(505.5), np.float64(115.0));(np.float64(492.5), np.float64(115.5));(np.float64(508.75), np.float64(121.5));(np.float64(476.5), np.float64(122.75));(np.float64(516.0), np.float64(177.5));(np.float64(447.75), np.float64(162.5));(np.float64(522.0), np.float64(236.75));(np.float64(423.75), np.float64(214.12));(np.float64(514.5), np.float64(285.0));(np.float64(417.0), np.float64(263.5));(np.float64(484.75), np.float64(275.25));(np.float64(440.5), np.float64(271.5));(np.float64(490.5), np.float64(358.75));(np.float64(451.25), np.float64(358.25));(np.float64(495.0), np.float64(434.0));(np.float64(463.75), np.float64(433.25))
0.63;videos/cuts_test/50wtf28.mp4;walk;(np.float64(502.0), np.float64(124.62));(np.float64(506.0), np.float64(117.62));(np.float64(493.0), np.float64(118.25));(np.float64(509.5), np.float64(123.25));(np.float64(477.0), np.float64(124.62));(np.float64(515.5), np.float64(180.25));(np.float64(447.75), np.float64(163.25));(np.float64(521.0), np.float64(240.12));(np.float64(422.5), np.float64(214.0));(np.float64(514.5), np.float64(288.5));(np.float64(414.5), np.float64(263.0));(np.float64(482.0), np.float64(275.5));(np.float64(437.75), np.float64(271.25));(np.float64(488.25), np.float64(360.25));(np.float64(449.25), np.float64(359.5));(np.float64(494.5), np.float64(434.5));(np.float64(463.5), np.float64(433.5))
0.67;videos/cuts_test/50wtf28.mp4;walk;(np.float64(502.5), np.float64(127.75));(np.float64(506.5), np.float64(120.5));(np.float64(493.25), np.float64(121.5));(np.float64(510.0), np.float64(125.5));(np.float64(477.25), np.float64(127.38));(np.float64(514.5), np.float64(182.88));(np.float64(447.5), np.float64(163.88));(np.float64(520.0), np.float64(242.75));(np.float64(420.75), np.float64(213.88));(np.float64(514.0), np.float64(291.75));(np.float64(412.25), np.float64(261.5));(np.float64(478.5), np.float64(274.25));(np.float64(434.25), np.float64(269.5));(np.float64(486.75), np.float64(359.75));(np.float64(447.5), np.float64(359.5));(np.float64(493.75), np.float64(434.5));(np.float64(463.0), np.float64(433.5))
0.71;videos/cuts_test/50wtf28.mp4;walk;(np.float64(502.5), np.float64(130.25));(np.float64(506.75), np.float64(123.12));(np.float64(493.5), np.float64(124.0));(np.float64(510.0), np.float64(128.0));(np.float64(478.0), np.float64(129.75));(np.float64(514.0), np.float64(185.5));(np.float64(447.25), np.float64(165.0));(np.float64(519.0), np.float64(245.5));(np.float64(419.25), np.float64(214.5));(np.float64(513.5), np.float64(295.0));(np.float64(410.0), np.float64(261.75));(np.float64(476.5), np.float64(275.0));(np.float64(431.75), np.float64(270.25));(np.float64(485.25), np.float64(361.0));(np.float64(444.5), np.float64(360.75));(np.float64(493.0), np.float64(434.25));(np.float64(463.0), np.float64(434.5))
0.75;videos/cuts_test/50wtf28.mp4;walk;(np.float64(502.0), np.float64(132.75));(np.float64(506.5), np.float64(125.5));(np.float64(493.25), np.float64(126.25));(np.float64(510.0), np.float64(129.75));(np.float64(478.0), np.float64(131.12));(np.float64(513.0), np.float64(187.88));(np.float64(446.75), np.float64(165.75));(np.float64(518.0), np.float64(248.62));(np.float64(417.75), np.float64(215.12));(np.float64(513.5), np.float64(299.0));(np.float64(407.75), np.float64(262.0));(np.float64(473.75), np.float64(276.5));(np.float64(429.0), np.float64(271.5));(np.float64(482.75), np.float64(363.0));(np.float64(442.0), np.float64(363.5));(np.float64(491.5), np.float64(434.5));(np.float64(462.25), np.float64(436.25))
0.79;videos/cuts_test/50wtf28.mp4;walk;(np.float64(501.75), np.float64(135.0));(np.float64(506.25), np.float64(127.75));(np.float64(492.75), np.float64(128.5));(np.float64(509.75), np.float64(132.0));(np.float64(477.0), np.float64(133.38));(np.float64(512.0), np.float64(190.0));(np.float64(446.0), np.float64(167.75));(np.float64(517.5), np.float64(251.0));(np.float64(416.25), np.float64(216.0));(np.float64(513.0), np.float64(303.25));(np.float64(405.5), np.float64(263.25));(np.float64(471.5), np.float64(278.5));(np.float64(427.25), np.float64(273.5));(np.float64(480.25), np.float64(363.25));(np.float64(439.5), np.float64(365.25));(np.float64(490.25), np.float64(434.75));(np.float64(461.5), np.float64(437.0))
0.83;videos/cuts_test/50wtf28.mp4;fall;(np.float64(501.0), np.float64(137.25));(np.float64(505.5), np.float64(130.25));(np.float64(492.0), np.float64(130.75));(np.float64(509.0), np.float64(135.25));(np.float64(476.5), np.float64(136.62));(np.float64(511.25), np.float64(193.12));(np.float64(444.75), np.float64(170.25));(np.float64(516.0), np.float64(253.62));(np.float64(415.25), np.float64(217.88));(np.float64(511.5), np.float64(307.25));(np.float64(403.25), np.float64(265.25));(np.float64(468.75), np.float64(281.75));(np.float64(424.75), np.float64(276.75));(np.float64(474.0), np.float64(365.75));(np.float64(436.25), np.float64(368.5));(np.float64(488.75), np.float64(432.5));(np.float64(461.5), np.float64(437.25))
0.88;videos/cuts_test/50wtf28.mp4;fall;(np.float64(499.75), np.float64(140.0));(np.float64(504.5), np.float64(132.75));(np.float64(490.75), np.float64(133.25));(np.float64(508.0), np.float64(137.5));(np.float64(474.75), np.float64(138.75));(np.float64(510.25), np.float64(196.12));(np.float64(443.0), np.float64(173.0));(np.float64(514.0), np.float64(256.5));(np.float64(414.75), np.float64(219.62));(np.float64(510.25), np.float64(309.5));(np.float64(401.0), np.float64(267.0));(np.float64(467.25), np.float64(285.0));(np.float64(422.5), np.float64(280.0));(np.float64(470.25), np.float64(368.5));(np.float64(432.5), np.float64(372.0));(np.float64(487.5), np.float64(430.0));(np.float64(460.5), np.float64(437.0))
0.92;videos/cuts_test/50wtf28.mp4;fall;(np.float64(497.5), np.float64(143.5));(np.float64(502.5), np.float64(136.25));(np.float64(488.75), np.float64(136.88));(np.float64(507.25), np.float64(140.0));(np.float64(472.0), np.float64(141.38));(np.float64(511.0), np.float64(198.0));(np.float64(440.5), np.float64(177.88));(np.float64(513.0), np.float64(259.0));(np.float64(412.25), np.float64(224.62));(np.float64(509.5), np.float64(312.0));(np.float64(398.5), np.float64(271.5));(np.float64(464.5), np.float64(288.0));(np.float64(420.75), np.float64(282.75));(np.float64(467.0), np.float64(368.0));(np.float64(428.0), np.float64(373.0));(np.float64(488.5), np.float64(428.5));(np.float64(458.0), np.float64(435.5))
0.96;videos/cuts_test/50wtf28.mp4;fall;(np.float64(495.0), np.float64(147.25));(np.float64(500.25), np.float64(140.0));(np.float64(486.5), np.float64(140.5));(np.float64(505.0), np.float64(144.0));(np.float64(469.75), np.float64(144.88));(np.float64(509.5), np.float64(201.25));(np.float64(438.75), np.float64(182.5));(np.float64(511.5), np.float64(261.5));(np.float64(410.5), np.float64(230.25));(np.float64(507.75), np.float64(314.5));(np.float64(396.0), np.float64(277.0));(np.float64(462.0), np.float64(293.75));(np.float64(418.5), np.float64(288.25));(np.float64(462.0), np.float64(375.5));(np.float64(423.25), np.float64(378.75));(np.float64(486.5), np.float64(427.5));(np.float64(455.5), np.float64(437.0))
1.0;videos/cuts_test/50wtf28.mp4;fall;(np.float64(492.5), np.float64(151.38));(np.float64(497.75), np.float64(144.12));(np.float64(484.0), np.float64(144.5));(np.float64(502.5), np.float64(147.75));(np.float64(467.5), np.float64(148.0));(np.float64(507.75), np.float64(204.75));(np.float64(436.5), np.float64(187.88));(np.float64(510.0), np.float64(264.5));(np.float64(408.5), np.float64(235.75));(np.float64(505.5), np.float64(317.75));(np.float64(394.0), np.float64(282.0));(np.float64(458.0), np.float64(298.75));(np.float64(416.0), np.float64(293.0));(np.float64(448.25), np.float64(382.0));(np.float64(419.5), np.float64(382.5));(np.float64(479.5), np.float64(430.0));(np.float64(462.25), np.float64(430.5))
1.04;videos/cuts_test/50wtf28.mp4;fall;(np.float64(490.75), np.float64(155.75));(np.float64(495.75), np.float64(148.5));(np.float64(482.25), np.float64(149.0));(np.float64(500.5), np.float64(152.0));(np.float64(465.25), np.float64(153.25));(np.float64(506.25), np.float64(208.62));(np.float64(435.0), np.float64(194.38));(np.float64(509.0), np.float64(267.0));(np.float64(407.5), np.float64(244.0));(np.float64(504.25), np.float64(319.5));(np.float64(392.25), np.float64(289.75));(np.float64(457.5), np.float64(302.0));(np.float64(414.5), np.float64(296.75));(np.float64(448.0), np.float64(384.0));(np.float64(409.75), np.float64(382.75));(np.float64(484.5), np.float64(427.75));(np.float64(456.0), np.float64(432.25))
